EAN,Total
4633833741237,1
5586302390315,1
1378866611098,1
3390982809997,1
4885893040533,1
8989294557273,1
9594311519609,1
5895664018936,1
6772555773268,1
5602811347449,1
8455915808616,1
7755317922448,1
2807998891539,1
2676908892597,1
8466949874065,1
0693277486143,1
8425592208702,1
9454437621610,1
4362063722487,1
5977459824806,1
3825618122985,1
6422181253626,1
0381163570747,1
6212467932723,1
5957199756933,1
9544708745395,1
1488768053824,1
7724011420321,1
2017980408892,1
9416517582877,1
6976094266483,1
6967368381278,1
8875386137976,1
2885203054924,1
0562602134793,1
9701330117307,1
1728299431181,1
9128554241289,1
2559383466982,1
0465724533898,1
6630772547720,1
3286568539122,1
0478567520444,1
0305861275827,1
0344357502795,1
8808107091660,1
4742913626989,1
8056577733010,1
5647540514557,1
5824526447973,1
9526408211950,1
6052323333857,1
8910689563494,1
8773470726405,1
0838180239602,1
5301801753603,1
1075704856627,1
4138684641120,1
9693755300429,1
2264195461772,1
1085872727698,1
7531953684281,1
8211812679465,1
2576053837880,1
4856159206222,1
9987927704017,1
7872645366628,1
8351224011641,1
4757066252770,1
6882500117365,1
6758926911583,1
7398600282074,1
4359798686221,1
0201034824581,1
5829079826640,1
7120371925498,1
7068886577644,1
8153311839448,1
0630492806134,1
3526502424924,1
0012103724127,1
7762973824368,1
7995905704968,1
2105258315666,1
0067571351290,1
2665529832044,1
8814174722376,1
3901494928214,1
7366241263394,1
4421318514953,1
8052056078214,1
1335318638188,1
5439763735808,1
2648221694929,1
3102892436602,1
4347840868589,1
2045307526516,1
2223254119016,1
0142657075403,1
3118986320887,1
7699167240089,1
4962540108287,1
4723707558822,1
2395196363380,1
4756102769258,1
1448297566950,1
8545915318458,1
6775221680884,1
6502527158072,1
2638922421610,1
5436774171601,1
4143571789465,1
2903238888984,1
2447254588188,1
1880995842958,1
4336871632511,1
0578367665038,1
3057823296186,1
6260434567850,1
7008507356449,1
6152531758838,1
0209228301276,1
6931894702494,1
7091338189843,1
6147509600967,1
7630565082109,1
2195825979872,1
9902949454368,1
1725306495365,1
4594724382741,1
4931467235628,1
7045704727634,1
7052622146102,1
9895661817293,1
0754857626905,1
1111627244575,1
6502363133172,1
6037907030780,1
6194124985900,1
9394660329825,1
2916534546113,1
2064860950354,1
8384198495490,1
5765069673163,1
7805391695957,1
4460110410117,1
1746672958100,1
0672739162726,1
6213817515382,1
1065041621392,1
1030925905240,1
2404832225255,1
9992339399423,1
6330833948342,1
5601803925030,1
8672243070076,1
8611078603714,1
1588671131418,1
1083723105282,1
9831725947704,1
6331988052472,1
8307863835940,1
0808894617041,1
1346323392682,1
3256447805952,1
4812434835570,1
9617333178262,1
8452469010151,1
8212001885841,1
3827596761668,1
0601616373078,1
7950742029032,1
8201440317686,1
4113943632590,1
9642456783796,1
1907811250145,1
9336876670858,1
2433632773420,1
3282387261220,1
7757559153949,1
2301874193835,1
3839876488042,1
7903737669300,1
8093941961754,1
1311890876910,1
5355005062269,1
3146349358154,1
1973832078556,1
4558039060282,1
7473917316459,1
4907290601282,1
0817897801968,1
4459091417550,1
7545446867976,1
6893137417346,1
9663402437099,1
8315363367472,1
4923292844229,1
3232667090309,1
5730463855958,1
6447864675526,1
0882924364594,1
9846328971070,1
7313149557063,1
3549277350663,1
1295976334771,1
4926241138776,1
9691611231917,1
0071761346669,1
5270861897421,1
9702283083671,1
1521790986576,1
6135413023149,1
6691043862553,1
2816090757032,1
0718809199077,1
2488078419975,1
6128769749146,1
5128240728715,1
1031203731445,1
2261993344108,1
9824279087422,1
2833366414802,1
5189862724554,1
6485081381837,1
9939226468275,1
5305515714530,1
7604920936352,1
3355285337707,1
9020396247255,1
3759788196197,1
2247607684136,1
9210942239739,1
0573612789408,1
6642276230794,1
5340503486129,1
5140442199186,1
0613083910304,1
8461539987712,1
1672242475350,1
5387881477301,1
7786643757565,1
9479829969064,1
5162205132704,1
7596916508844,1
2427255389946,1
7155485052013,1
7029621197213,1
1820082722343,1
5078369144951,1
3301541910344,1
4736762004807,1
6979066463668,1
0592158504986,1
0577114299502,1
7968558056869,1
6067606485451,1
0020663780675,1
8895413412678,1
6431197259867,1
8079144211377,1
7033258007289,1
3824782965114,1
9406124610520,1
5613464845428,1
1477266007613,1
8554401005369,1
6659049939563,1
1705412558451,1
6097723748580,1
8110542282740,1
6868706473313,1
0200132820976,1
6519998331361,1
0173950631492,1
1948620834966,1
6259434716177,1
0498988087074,1
5831311368863,1
4126876285696,1
4350192082404,1
1142761132855,1
8283214635554,1
5582857229414,1
4589365965415,1
7363686460784,1
8475510985192,1
9441595159727,1
0585672832918,1
5259309999699,1
7854409645675,1
7254024425537,1
5582537912865,1
6393237953282,1
5550457122145,1
2810804224544,1
2389866001726,1
2077368021679,1
3617112655508,1
4284369178709,1
0677108330478,1
9470569304023,1
8519000437379,1
4681196696329,1
3538368912286,1
7253356498455,1
9595888563651,1
7663212892028,1
8484916327574,1
9589655523733,1
7092918492438,1
9826117958901,1
8719940920737,1
6558504105096,1
6851372784814,1
1133536746469,1
6784244884131,1
2661815370559,1
4199729419838,1
9617753261841,1
8785049100578,1
8785764368758,1
0695077085175,1
2651606627085,1
8937448856932,1
9754007733331,1
4026842927271,1
5658167261908,1
0236706534499,1
7649482741181,1
2875267445691,1
6916716674654,1
5686786633158,1
4127435543783,1
4191140645834,1
8732427203055,1
4417867143256,1
9477834455084,1
9943069014155,1
6014504233455,1
7016337809196,1
5146874020395,1
3914043152978,1
4231443906284,1
6941933705355,1
8431919883507,1
5483686601429,1
7976167995448,1
5494199852765,1
9326321472755,1
4160705580477,1
8537181627204,1
2205586910400,1
7763287615079,1
0233425119136,1
1928963674627,1
4495303909703,1
2754732387127,1
6063769517459,1
8971368560401,1
9303759298799,1
2064721298540,1
0959022377600,1
6087071801860,1
9209212110397,1
9897003742690,1
8608684222187,1
5426042374940,1
0611320916836,1
3683830365937,1
1414293824806,1
8778148556254,1
1172913835082,1
6251990955809,1
6074048295432,1
8146987584293,1
8746099869686,1
2111690668321,1
9391791840397,1
7479845771902,1
5902927070027,1
3380622329152,1
9472223067114,1
2684507466057,1
6257091940508,1
2920828973974,1
2150512138055,1
4199950413711,1
1975071501680,1
3670914846925,1
5826523367728,1
4507292207224,1
8801317065766,1
5739763255840,1
4526523213186,1
5869041833030,1
8445101755831,1
9104749609942,1
0362318489244,1
0151123104523,1
9776336977293,1
9610388819623,1
5253147897407,1
2453320138164,1
2196161308302,1
5239822098352,1
7532409104971,1
7905260005419,1
9390019720541,1
8513427179379,1
0577139528960,1
9805201101454,1
9702261653346,1
9142096948727,1
0462958830878,1
2755544515807,1
7774631195154,1
7638381935821,1
5938811086591,1
3646182021968,1
7976738368930,1
2435125868514,1
6292883126579,1
0354066654128,1
1330729546121,1
7843293669188,1
5479807428747,1
2115836450276,1
8499233983976,1
7583158387894,1
8822769350897,1
1325803194190,1
2231354084868,1
6510916276825,1
9647966233397,1
3911967537324,1
6839873734354,1
2425763046290,1
5674606074014,1
5410834705562,1
2764758438413,1
0142594680890,1
5143957310961,1
4369376564919,1
3738115932103,1
0469047354659,1
0719803231350,1
7867693355687,1
2986953230498,1
3229665701481,1
3867528972908,1
1106797364154,1
6238937766803,1
7586820636016,1
3646041084363,1
2583097298355,1
5280566149619,1
3333659028802,1
9411616238908,1
3540035169244,1
4878936552834,1
3135663499933,1
6312009041873,1
8463128778121,1
7208125224506,1
3049226306050,1
7680317119164,1
4684413067704,1
0505997219775,1
6458685286174,1
5769793641979,1
7406936082258,1
6396194268345,1
2027278086251,1
1482502868163,1
6263644408043,1
7644903129579,1
0954697159339,1
6623611129454,1
1790129937224,1
9010838846351,1
8299601343407,1
0504887692179,1
5112535523628,1
4843158885374,1
2265159267812,1
3291623077815,1
0620866219851,1
8994315286452,1
1500771318643,1
1042470973834,1
2959268432192,1
8890489992666,1
3408952287567,1
1029617493387,1
2316391575408,1
5521851575936,1
3183594832138,1
5886041840950,1
1053711099367,1
1975496147029,1
1704080491923,1
9899916031465,1
9850771540547,1
0901854763489,1
9356958236116,1
4257509348287,1
6867501474433,1
4185570270056,1
3888335638399,1
3418064610955,1
4177606491597,1
7352750869189,1
7639842424311,1
3907123435481,1
5175421632651,1
9090227392942,1
0123729370527,1
8058072105118,1
4640288165365,1
3833000901308,1
1599699299561,1
7795494551956,1
5295061471592,1
2359935170202,1
6674502346368,1
3267146480807,1
2258373407973,1
9885477852038,1
3005423784213,1
3966482679943,1
4916687284212,1
6094819774409,1
6386159832483,1
8814935572233,1
7640052540999,1
5823250142864,1
4303845619274,1
2487114596076,1
9290966823367,1
6830847083003,1
8452194083123,1
8782467587240,1
2622347329743,1
4289288707474,1
4382094024725,1
4022417417178,1
5702685566394,1
6381985623434,1
9669286949062,1
8661537215712,1
8979757646507,1
2554050187498,1
2049326063465,1
4166216831817,1
1533282541385,1
0497192063676,1
7269581102623,1
0390068284758,1
0493202388326,1
0725452581456,1
9824907435038,1
2791107901168,1
7214143188034,1
1378286958223,1
7359194052153,1
7662832240974,1
1354305227419,1
1197478451508,1
0441297705030,1
5747123372762,1
7660237505087,1
4632501381676,1
6626543224716,1
2310124986684,1
6331448220724,1
2552000684660,1
0592576207940,1
4929685162888,1
9376922874137,1
4876426589841,1
9961884915488,1
3882852765293,1
8817385973537,1
3888604838284,1
6747621364053,1
8916588650464,1
4637446205476,1
8846555333475,1
7760950970299,1
9552776357112,1
8682053413901,1
9307833645950,1
6431127540515,1
1790310353291,1
0537712124231,1
0648436193967,1
0938855565200,1
4016744676759,1
9473074870557,1
1879500084235,1
1832624361132,1
5244611129070,1
9678517310120,1
6524839047325,1
8212131378114,1
2291589515681,1
4002610623606,1
8686279236788,1
4224043009745,1
4209528431808,1
4614519254203,1
8167412646010,1
8683313918846,1
8269447643139,1
6271026715467,1
7504295687937,1
2841007731829,1
7257733085474,1
7582277705138,1
0205217992715,1
0157678390213,1
4783183616027,1
8484892346439,1
0144013592128,1
9547564092955,1
8328813145483,1
3042499355701,1
1387835509076,1
6020596996482,1
6753947109674,1
4656704834173,1
4360100699297,1
1339134788270,1
2487073226083,1
1888500496122,1
2901226990411,1
3802959784775,1
0886656769108,1
0479963257668,1
4606570940546,1
0888961584933,1
4370457088781,1
6997969210141,1
7821294059108,1
0196916399571,1
7782635313184,1
0782270444233,1
0513867388223,1
7019763807491,1
7831236528968,1
8086079207863,1
3937567012139,1
6142654969839,1
4695049124204,1
7949918522576,1
4158084748878,1
9659244347481,1
1261202006088,1
7174840100886,1
7023949721860,1
4349794230313,1
6247388625737,1
8945635546238,1
5275662474789,1
1559420523303,1
2209483737306,1
6903654130120,1
8753184361819,1
1103245043784,1
6646223732515,1
5211072708847,1
7293973332565,1
7405932357582,1
1894264910118,1
9923233789430,1
5969495190847,1
6387821819467,1
0878510987612,1
6460714305176,1
8451746924860,1
8375220014833,1
1199864599801,1
9605445555422,1
2811237705587,1
5385956916564,1
3959013197375,1
9832986484052,1
1498584722248,1
7995412377815,1
8953830283964,1
8475177108200,1
1388355864713,1
9913527102083,1
6177156243996,1
7978991209654,1
4891987936804,1
3187954787311,1
2094232581510,1
1967986259824,1
1771276290264,1
0287479360488,1
7024031729344,1
8403436590411,1
9371387643557,1
1630064558590,1
0611466735650,1
4591086948684,1
9915995452042,1
0248296812925,1
0711836430052,1
7103324881218,1
6066196714163,1
0402237764388,1
4264042573588,1
8747578619983,1
5091348688390,1
4880383904364,1
8228577865286,1
5103348740104,1
0118596907761,1
4770942242979,1
9772682141425,1
4144485467937,1
1699935427168,1
3551671236603,1
6647432710554,1
9995248761909,1
7357492955534,1
9996909706970,1
8697294493803,1
0354482043247,1
3750095825619,1
2763400682150,1
0048360766105,1
9188435437132,1
5773333093593,1
5676537096943,1
7997233532657,1
2045221133562,1
6874742771078,1
6438425229517,1
5568892989582,1
6650260380783,1
8147770798057,1
4719179561866,1
5877688331161,1
1606592616965,1
7134783995123,1
0539850696229,1
1594685985893,1
9156518057171,1
8273025357561,1
5829875834917,1
3291594290435,1
4571993615589,1
7605611782098,1
0184215129647,1
4898498139168,1
5302729854663,1
0405194804036,1
4254797469182,1
0238381448948,1
1670128799286,1
7514380337104,1
4080872752838,1
8498445589495,1
5844593563475,1
3952749961258,1
2327428576756,1
6773501638082,1
4769903328319,1
6456354149591,1
0987203633092,1
8600029172560,1
8997946671291,1
4344250683542,1
5335866785064,1
1315389665573,1
7603140358203,1
2993307378287,1
8055085255731,1
7301366917487,1
2026372920140,1
7445301865904,1
8459280812919,1
1939802278128,1
1521137353061,1
8267441822925,1
4055929437716,1
6993348064282,1
1663703577959,1
1203484616890,1
6804773723319,1
8707994646833,1
7435867485579,1
6561742185638,1
7917234634723,1
2058520904863,1
5181458081010,1
2536985337582,1
4003928992637,1
2334918999346,1
4975907631281,1
7450154623854,1
7347645694465,1
9148092041158,1
5598992329421,1
5646680065226,1
6877504318283,1
0022770401627,1
9992859894026,1
4617176009834,1
7189609816786,1
7937473516857,1
7745249359788,1
8493663463671,1
9150522755092,1
2470986726825,1
1083586350805,1
8632876933209,1
2053264112918,1
5117096583043,1
5159973461709,1
4396375739154,1
1427531926200,1
1438653845188,1
0628422263621,1
0412172122426,1
3340077503361,1
8385344401143,1
6406225144323,1
3243384816387,1
2707056407392,1
3712293080528,1
9758012303336,1
2218304091046,1
6897773142372,1
2474788821931,1
7448822972397,1
2035852709724,1
6549116982359,1
5928708832356,1
1250430800599,1
9319788749553,1
1625924556649,1
0139490076889,1
9708914568432,1
5700034033764,1
0467059253427,1
0556250592463,1
2512315165773,1
2357002573697,1
8519498303873,1
6895098419377,1
0888051848655,1
2335321438941,1
3777709607645,1
2701873781253,1
9905727516890,1
0273428615273,1
4766311811310,1
6164923834518,1
1399542258369,1
3029439415329,1
9712009456207,1
7460444068487,1
3775151599952,1
5911725051695,1
6622374163088,1
0739981147540,1
2560309993949,1
3134372740138,1
8453713791413,1
4873285642106,1
1897903550669,1
1519863652800,1
2628037161150,1
7121794901144,1
0960000945506,1
3308247824807,1
6433965556079,1
5519076961504,1
3758659299173,1
3584310367284,1
9105507705159,1
5248380224561,1
3290751234664,1
2931571636054,1
8930608150116,1
4674910465103,1
0910535597244,1
1325166492551,1
5943065546845,1
9603175175095,1
6394301918701,1
4586740849384,1
4118748304116,1
7263850198171,1
9242300124401,1
0284790963961,1
2240908845343,1
8613005430134,1
0657507376413,1
1261130904326,1
5110941011289,1
1783664460159,1
5565168408488,1
4746498487416,1
1600175972028,1
5936759988205,1
9025211430140,1
1227178173179,1
3213797634298,1
2573079366752,1
4181355581133,1
6021349669073,1
0751914977390,1
8316717172247,1
9467889966437,1
5405711257364,1
5610402914383,1
6547277766368,1
5853558260403,1
3483512383033,1
4291963609102,1
9695721057504,1
8766000425763,1
9853912434972,1
3098545768087,1
3326837942298,1
3365094550570,1
6981533039870,1
0295702590427,1
6711273470370,1
7483433528991,1
6827143586215,1
6970059666448,1
3652157294336,1
6912444473170,1
5005671178602,1
9347574277607,1
9869669693968,1
7228403174958,1
1298177525375,1
5309100857787,1
9660771805399,1
4154882127716,1
7566111488821,1
2200268838997,1
2361144147029,1
7417243962096,1
3453909220371,1
7152735015538,1
8201883317182,1
1083477364751,1
2109584994519,1
1985260813616,1
5108512970554,1
1612197003017,1
4919679597062,1
0352288929130,1
5732504391029,1
5212955385971,1
0316115373480,1
6684870193235,1
5897726976123,1
4187646171311,1
7649386163560,1
9075294807780,1
7778194624434,1
0844167987121,1
2402567164030,1
2857364441875,1
5900052093249,1
5004158220384,1
2213041646177,1
3229344816925,1
4454893420319,1
7787675090941,1
9477662631087,1
1241451395409,1
5998627872269,1
3277157439718,1
9224964040389,1
7646997258845,1
6012322312956,1
2220195611807,1
5634875254319,1
8802896002616,1
1922377484810,1
0345479166629,1
8613981940795,1
7015950091940,1
3893817863817,1
1778521945498,1
1220778455058,1
8915560962182,1
6512992499013,1
0841014011329,1
0820243521793,1
4744243234315,1
9770909123452,1
6531056802354,1
7218787916848,1
2095416926660,1
7971689738115,1
4449496839910,1
6848897305808,1
8206736891185,1
1586940918159,1
4602316602334,1
1016942353622,1
0388716210693,1
2468062216926,1
1001491453350,1
3742581407379,1
7278559387177,1
6633339960024,1
4034181425341,1
6601621828550,1
8486651150363,1
4950795231041,1
0263635961676,1
3355056126103,1
1070522373912,1
4949726640021,1
1846258119120,1
3334087024770,1
8455874564158,1
9693620952418,1
2557198715165,1
0703245255654,1
0858799755553,1
1206630530361,1
2431096936689,1
5278701427845,1
7354618094139,1
4579734334294,1
5446089910116,1
3637701665664,1
0756882912459,1
6312286221562,1
2304659213094,1
3014392647375,1
6765137013975,1
0372659809656,1
3799508452288,1
7996057796443,1
4829593340593,1
9284916663981,1
8093828863102,1
8023416888613,1
6720213281648,1
3611037521290,1
6457466418902,1
5003009305515,1
5941795788559,1
3177175721744,1
4528248155529,1
7487814003596,1
3013470541178,1
1492018076235,1
6487124149091,1
3463366456169,1
5465686661054,1
4424085463561,1
7849326827624,1
0587205290608,1
3272304064140,1
9415372707753,1
7216175957893,1
5697059685019,1
0431218223071,1
5566464293976,1
2530963920865,1
4794435603924,1
6084202524735,1
4309415461281,1
1987517424163,1
4778451000332,1
8195132514487,1
5548352216281,1
9663543475370,1
6636526413310,1
9377680896010,1
8783868734486,1
5212288912493,1
6326692573269,1
6850020466652,1
5841606072498,1
2433493016780,1
0679060952231,1
1900522031652,1
5239549896705,1
5929487064563,1
7103885725884,1
0040308170043,1
4966392064166,1
8881348621865,1
4179185905748,1
8054108405849,1
6458134108880,1
8572157034877,1
4415032587669,1
2387331989487,1
1296701339160,1
5765536522765,1
9861630912542,1
6191724979896,1
5586143449920,1
8965478858244,1
1842795581642,1
0700020583223,1
1101958129566,1
0680980500563,1
3447018551785,1
3444742989891,1
4413464782225,1
6552957122358,1
2200993381089,1
9208142161950,1
0152539885594,1
6536750478638,1
5197384615465,1
7616526439618,1
0896744088462,1
7682466994845,1
1496221500242,1
8674119618252,1
5234163726094,1
4008691355931,1
6552117691748,1
1518742822860,1
5132767030763,1
7003022956884,1
4740771019301,1
6630160108229,1
0155956047828,1
7957921264314,1
7125199587996,1
7604997423441,1
6596351347856,1
0133317905468,1
7129859060973,1
5977150344474,1
6610941873157,1
5899000332076,1
2600079991803,1
1622123327681,1
7157186759239,1
6881308691893,1
6088818957116,1
7461078599095,1
5900405667202,1
8647478260226,1
6067430303822,1
3470923899987,1
9549676241986,1
2520687412647,1
7107226045914,1
4512175956458,1
8280979161816,1
5049832534821,1
9177308775327,1
2214238145039,1
6209536769878,1
8311359262325,1
0449430423049,1
6669114723225,1
6857313553907,1
3587757529918,1
5913146420449,1
7538766277884,1
7078586449875,1
9361669699778,1
9259031108990,1
5963956762321,1
2528538827671,1
5197902004757,1
5854061349388,1
4212252801984,1
4131082855359,1
6678157012548,1
4702507452356,1
3857311188470,1
1711231887023,1
7645432027169,1
9767892037965,1
6792901321196,1
0522995962175,1
2883322080664,1
6123470401246,1
2646519648425,1
1840068055814,1
9782483078158,1
4875946755798,1
6444949259190,1
2844718542548,1
1195104884355,1
7619010857936,1
7489002000653,1
4498163096187,1
7873281948117,1
1175504606467,1
6371296410717,1
9734009870050,1
6311637387193,1
4027837455021,1
5052302900514,1
2109302858758,1
8508676223546,1
0144078847379,1
8183871292735,1
3122197912984,1
6455546559910,1
9454935659788,1
5885688735216,1
7535100929713,1
0344174483109,1
2001709684810,1
9822901285321,1
9756246055557,1
2770193736045,1
3517944945580,1
8376346214329,1
3526422120562,1
3780637211617,1
3597255819572,1
8580019494288,1
3860431385131,1
5681198973588,1
8264824689069,1
5480080388697,1
8823229851138,1
8288741196769,1
0443576805370,1
0062850783465,1
5840876233486,1
6064439754433,1
3095548089294,1
8655793986820,1
3525655211122,1
1883818282269,1
5274823478253,1
5052951585797,1
6600548416956,1
6004416998733,1
9500584421501,1
0454936527962,1
2529023494422,1
2086682500685,1
7225201877883,1
1843044517498,1
0845717221610,1
0360949442997,1
8389733139006,1
3913661567546,1
9179311741870,1
7694544406591,1
3148620488505,1
3574540546337,1
2189795337329,1
1483329667731,1
7709477587368,1
6324911324739,1
7935222127859,1
9443051207010,1
9615522246358,1
8184920185701,1
1500744601321,1
7779443619317,1
5960697076540,1
3358570376269,1
2043530662131,1
9804621284549,1
7517313406151,1
8890072671763,1
0971733302528,1
0338956699932,1
2762244901410,1
7111905419569,1
1167661152536,1
0835362325344,1
4340741542121,1
4316724441323,1
2537481110341,1
4223807520199,1
6671544279623,1
2565288200040,1
7665449628142,1
3808762088642,1
9608046199330,1
6482430812592,1
5904895065043,1
8413596165091,1
0065764616805,1
9669743645872,1
8206345524436,1
2396450627293,1
3491247512314,1
8950912072034,1
6636394518506,1
7950466498282,1
1002506494535,1
7931158469599,1
1923950509609,1
2986744219572,1
8367035589682,1
1859208496882,1
0220526946150,1
6824952658010,1
6787942853096,1
4888698836080,1
8903250616903,1
1199567259699,1
4996239638441,1
5605000448880,1
8074115741228,1
4443683699851,1
4925252635076,1
5659286707636,1
5503979775207,1
7546910231910,1
4145074008876,1
8297238123836,1
7355181587257,1
7052652689549,1
0967278374823,1
7728627140338,1
1214274029196,1
2676170477607,1
7257015585227,1
2827478154435,1
3493703452738,1
7256064705440,1
3782772119223,1
9079782900618,1
0249946622048,1
2462233161435,1
1393851931791,1
1224641853569,1
3290363308531,1
0159511498070,1
9446837175855,1
2240342727267,1
5353708991374,1
6256348002556,1
2873658289183,1
7824505895571,1
4137292911038,1
7442882191651,1
7114436258041,1
0794643490006,1
3713083356892,1
9892574710857,1
9816438684986,1
2510212168972,1
9851575517445,1
2275666634045,1
9943809215736,1
6926672530604,1
1261113153376,1
1658771341595,1
6647397898069,1
0669408046913,1
8607523386295,1
2931041363886,1
5020152686872,1
5391614620636,1
3181911803403,1
8392483071564,1
8428476960482,1
6624534333102,1
7826474434515,1
0245556168761,1
7289021880249,1
9088763156241,1
7405406520177,1
4795120544706,1
9172560955197,1
9557398186874,1
1559220733391,1
0950514133193,1
2333848740714,1
9903616944083,1
2672479851056,1
8482957644117,1
2236669956121,1
7344971771389,1
1852225464322,1
6869118683840,1
6690740644561,1
1678478628850,1
0086317465350,1
0178006745802,1
8255282400501,1
8339086058776,1
7171817736505,1
9275774647596,1
3861098168266,1
5187216836540,1
